taxnumberprovider,feature_vector,Cluster
76.636.987-1,"37 se oferta por todas las tintas hp originales, con envio en 1 dia, despacho incluido, solo se oferta por insumos  hp originales  26 toner brother tn-213bk 29 cartucho de tinta hp 964xl original negro 23 tinta t 504  color cyan , equivalente o similar a epson 27 tinta epson 664 cyan 20 tinta negra hp 664 xl originales 11 5 juegos de cargas, de acuerdo a la impresora propuesta en misma cotizacion 45 caja de mantencion para impresora workforce pro wf-c579 modelo t617600 40 
impresoras similares a hp laser jet pro m203 dw o m201 dw 13 disco duro externo ssb 1tb
",3
76.955.038-0,"51 plumeros 51 balde para mopa 11 sobres 1/4 oficio color blanco 10 lapiz pasta color negro punta fina de 50 unidades 27 maquina hidrolavadora, similar o equivalente, power pro ip - 1800g 180 bar 4100 w 77 carpetas plastificadas tamano oficio sin archivador 22 perforadora de papel minimo 40 hojas. 19 lapices de pasta rojo, cajas de 50 unidades 31 carpeta rhein fast carta 22 alfileres 25mm igual o similar a fulton",10
76.148.288-2,"17 buenas tardes, adjunto cotizacion por mesa y sillas plegables 
entrega 48 horas 
saludos 
 37 cotizacion segun lo solicitado mariana cerda mariana.25consuelo@gmail.com +56964190575 51 cotizacion segun lo solicitado mariana cerda mariana.25consuelo@gmail.com +56964190575 10 banqueta de polipropileno 2 cuerpos pata recta, se adjunta imagen referencial 19 sillas escritorio sin cabezal , se adjunta imagen referencial.

se solicita adjuntar cotizacion con imagen del producto 60 se requiere la adquisicion de 5 sillas ergonometricas con las siguientes especificaciones:
-	color negro
-	respaldo alto con malla
-	apoyo lumbar regulable
-	brazos regulables en altura
-	asientos tapizados (no ecocuero)
medidas
alto: 102 - 105 cms
ancho: 56 cms
ancho asiento: 52 cms
 10 sillas de escritorio con brazos, que cumplan con standar ergonomico. adjuntar ficha tecnica e imagen referencial. despacho inmediato 45 entrega en 5 dias.
atte.

sergio olave r.
cel 940471840
mail olaverebolledo@hotmail.com 41 entrega en 2 dias.
atte.

sergio olave r.
cel 940471840
mail olaverebolledo@hotmail.com 17 lockers 15 puertas 166 x 137 x 45",11
76.449.981-6,"26 ssd 240gb a400 sata3 2.5 (7mm height) kingston
se adjunta detalle de lo cotizado.
plazo de entrega 3 dias habiles.
despacho incluido. 12 televisor smart tv, tamano pantalla: 43"", tecnologia tipo led, definicion pantalla 4k ultra hd o similar, con entradas hdmi (minimo 2), conectividad wifi y bluetooth, entrada usb. 28 se solicita adquisicion de 2 proyectores modelo epson fhd home cinema 80hd o similar, con el detalle siguiente:

-tecnologia: 3lcd

-iluminacion: ampolleta

-resolucion: nativa (pixeles) fhd (1920x1080)

-relacion aspecto: 16:9

-luminosidad normal: 3300 lumenes

-vida util: lampara/led (horas) 6000

-contraste: 16.000:1

-tamano pantalla: 25"" a 350""

-conexion: hdmi, usb, rj45, audio 40 toner color negro de impresora marca brother tn-411bk original 27 tinta epson 664 cyan 21 impresora brother hl-5650-dn  monto total no debe superar $ 187.350.  27 se adjunta detalle de lo cotizado, tiempo de entrega 1 dia habil, despacho incluido. 35 se adjunta detalle de lo cotizado, tiempo de entrega 5 dias habiles, despacho incluido. 36 se adjunta detalle de lo cotizado.
plazo de entrega 5 dias habiles.
despacho incluido. 14 toner ricoh 406 negro ",25
77.222.547-4,"76 cotizacion, condiciones y detalle de productos en adjunto
 38 columpio para arbol 100 cm (se adjunta imagen referencial) 12 debe cumplir con lo siguiente:
-marcas sugeridas: hp, samsung, asus, samsung, dell, lenovo.
-pantalla: 15,6"" (o superior), se descartan opciones de pantallas inferiores a esa.
-procesador: ryzen 5, i5 o superiores.
-ram: 8gb o superior.
-disco duro: 512gb ssd
el resto de caracteristicas tales como tarjeta de video, puertos, sistema operativo, etc. se tomaran en cuenta en caso empate de ofertas.
 41 crimpeadora 38 planchas para ropa sindelen a vapor 2000w o superior (adjuntar ficha tecnica) 41 router n 450 tl-wr940n o similar, segun especificaciones adjuntas.  10 panos de fibra  35 cotizacion, condiciones y detalle de productos en adjunto
 32 cotizacion, condiciones y detalle de productos en adjunto
 41 cotizacion, condiciones y detalle de productos en adjunto
",15
77.039.308-6,"12 debe cumplir con lo siguiente:
-marcas sugeridas: hp, samsung, asus, samsung, dell, lenovo.
-pantalla: 15,6"" (o superior), se descartan opciones de pantallas inferiores a esa.
-procesador: ryzen 5, i5 o superiores.
-ram: 8gb o superior.
-disco duro: 512gb ssd
el resto de caracteristicas tales como tarjeta de video, puertos, sistema operativo, etc. se tomaran en cuenta en caso empate de ofertas.
 29 horno microonda segun especificaciones 57 adquisicion de 2 dispensadores de agua pedestal para el campus san felipe de la universidad de valparaiso (leer terminos de referencia adjunto ) las ofertas deben incorporar garantia y despacho en el campus san felipe de la universidad de valparaiso, ubicado en pasaje la troya esquina el convento san felipe. 24 microondas, se adjunta documento con las especificaciones tecnicas minimas requeridas. 27 monitor lenovo modelo c24-20 10 hervidor electrico 2 litros  21 impresora brother hl-5650-dn  monto total no debe superar $ 187.350.  26 entrega en 4 dias habiles - garantia de 6 meses - flete incluido.
antes de realizar la compra, favor de confirmar stock a traves de: rmorales@mangala.cl o +56 9 7588 8401 solo whatsapp!! 23 entrega en 4 dias habiles - garantia de 6 meses - flete incluido. antes de realizar la compra, favor de confirmar stock a traves de: rmorales@mangala.cl o +56 9 7588 8401 solo whatsapp!! 36 entrega en 5 dias habiles - garantia de 6 meses - flete incluido.
antes de realizar la compra, favor de confirmar stock a traves de: rmorales@mangala.cl o +56 9 7588 8401 solo whatsapp!!",17
81.210.400-4,"49 media de muslo antiembolismo   l 
 10 aguja 21 g x 1.00""
 10 jeringa 10ml luer lock con aguja calibre 21g x 1/2"" esteril, apirogena, no toxica 36 guantes esteriles talla 8 x par 61 se adjunta ficha t?cnica/ monto minimo de despacho de $100.000 netos. sujeto a evaluaci?n comercial y stock disponible.
acgqutg3 - acgqutg2 - acgqutg5 - acgqutg4 36 se adjunta ficha t?cnica/ monto minimo de despacho de $100.000 netos. sujeto a evaluaci?n comercial y stock disponible.
aallav3p -aascalp2 - aascalp3 - acgqulp5 - acgqulp3 10 aascalp3/ se adjunta ficha t?cnica/ monto minimo de despacho de $100.000 netos. sujeto a evaluaci?n comercial y stock disponible 33 acgvitl2 /acgvitl3/ se adjunta ficha t?cnica/ monto minimo de despacho de $100.000 netos. sujeto a evaluaci?n comercial y stock disponible 10 aamventa/mascarilla venturi adulto-unidad, se adjunta f. tecnica. monto minimo de facturacion y despacho con flete pagado $100.000 valor neto. consultas al tel?fono 02 ? 24897077 mail:mercadopublico@reutter.cl. ? sujeto a evaluaci?n comercial y stock disp 12 sonda aspiracion c/control succion 6 fr",4
76.512.686-k,"23 otoscopios segun especificaciones tecnicas adjuntas. 13 
oximetro de pulso portatil 10 plegable, liviana, respaldo y asientos acolchados ,antideslizante y antitranspirante, respaldo y asientos de material lavable, apoya brazo batiente, piernera batiente y desmontable, apoya pie regulable en altura, ancho de asiento 40 cms, rueda delantera y trasera maciza, eje de la rueda de acero resistente a la corrosion integramente cromada, con frenos bilaterales, manilla ergometrica de goma suave de alta densidad, antideslizantes para mayor seguridad. (adjuntar ft y plazo entrega) 35 venda coban 3m 10 x 4,6 m esteril 10 biombos 2 cuerpos color blanco (adjuntar caracteristicas de lo ofertado) 20 aguja hipodermica 19g x 1 ud 58 catre clinico manual 3 posiciones, incluye colchon tres pliegues.
 10 pedalera manos y piernas con pantalla digital  15 aparato toma presion digital. 10 empresa deltamed, despacho incluido.  stock disponible. entrega 2 dias  con orden de compra.  hortega@deltamed.cl 9 74771201",11
76.487.171-5,"12 debe cumplir con lo siguiente:
-marcas sugeridas: hp, samsung, asus, samsung, dell, lenovo.
-pantalla: 15,6"" (o superior), se descartan opciones de pantallas inferiores a esa.
-procesador: ryzen 5, i5 o superiores.
-ram: 8gb o superior.
-disco duro: 512gb ssd
el resto de caracteristicas tales como tarjeta de video, puertos, sistema operativo, etc. se tomaran en cuenta en caso empate de ofertas.
 10 *	computador portatil


-	modelo: notebook gamer nitro 5 an515-55-56p2-1
-	marca: acer
-	procesador: intel core i5
-	disco duro: 512gb ssd
-	tipo de memoria ddr4 sodim
-	memoria ram: 12gb
-	tarjeta de video: dedicada, nvidia geforce gtx 1650
-	conectividad: wifi + bluetooh
-	pulgadas 15.6""

ver especificaciones en documento adjunto 26 inversiones del sur maule, ofrece:
unidad ssd 240gb sata3 2.5"" green 
plazo de entrega 5 dias
co. 43 inversiones del sur maule limitada, ofrece:

crucial bx500, capacidad 1 tb, formato 2.5"", sata iii

plazo de entrega: 3 dias 
jm 35 inversiones del sur maule, ofrece:
multifuncional tinta pixma g6010 ethernet / wifi / duplex
plazo de entrega 3 dias
co. 12 inversiones del sur maule, ofrece:
trituradora de papel 21 litros corte tipo challa
plazo de entrega 2 dias
co. 36 inversiones del sur maule, ofrece:
disco toshiba 4tb ext 2,5 canvio basics usb 3.0 + kingston 64gb usb 3.2 gen 1 datatraveler exodia m
plazo de entrega 5 dias
co. 34 botin de seguridad edelbrock nobuck ed 105 o similar
(3 par) = no39
(2 par) =no43
(1 par) =no40 
(1 par) =no41  
(1 par) =no42
(se debe enviar foto del producto) 10 caja de lapiz pasta bic cristal punta fina tinta color rojo
 55 telefono ip 7841, 4 lineas, altavoz, charcoal",15
93.745.000-1,"16 sutura polipropileno nadeg 0 c/aguja de 37 mm x 36 b so
 21 quitagrapas estilo pinzas desechables. ver adjunto. (por favor adjuntar caracteristicas del insumo)

 13 catgut cromado 1 aguja 3,7 1/2 circulo 70-75cm
 10 vicryl rapide 2-0 ct-1 1/2 36 mm vr945g con aguja johnson yjohnson 10 seda negra 6/0 21 sutura acido poliglicolico 1 c/aguja 1/2 circulo, redonda 35 a 37 mm 16 jj - franquicia: ethicon, cotizado por unidad, venta solo por caja. 10 sutura mecanica cdh29 curved circular stapler 29mm 10 205-2178 sutura ccv tipo prolene 5/0, poliprop. 9702h/sobre (adjuntar cotizacion y ficha tecnica para validar) 20 3460113 trocar para laparascopia de 12 x 100 mm (ref b12lt) unidad	",18
76.403.662-k,"14 pantalon de gabardina 100% poliester azul marino con cintura elasticada, 3 talla s, 3 talla m, 7 talla l, 18 talla xl, 4 talla xxl. leer descripcion de la compra agil. 11 pantalon de hombre tipo cargo color azul marino talla 44 13 zapatos de seguridad ndeg42 55 agujas para inflar balones de futbol 36 polera para hombre, de algodon, color azul marino con logo institucional estampado,  talla l 90 requerimiento	
guantes nitrilo talla l caja 100 pares	4
guantes nitrilo talla m caja 100  pares	21
bidones amonio cuaternario5 litros	30
cubre botas transparentes (pares)	1.000

se adjunta archivo con detalle e imagenes referenciales
 12 pelotas tenis de mesa 23 chaleco geologo azul marino huinchas reflectantes, 2 logo bordado, talla xxl 14 transporte gratuito - oferto segun requerimiento. revisar adjuntos; cotizacion y ficha tecnica.  entrego 3 dias habiles, despues de aceptar la oc.
atte. orlando hurtado telf. 930671125 38 se envia cotizacion. por favor, revisar fichas adjuntas. entrega en 10 dias habiles desde que se formaliza el contrato.",9
78.720.140-7,"12 debe cumplir con lo siguiente:
-marcas sugeridas: hp, samsung, asus, samsung, dell, lenovo.
-pantalla: 15,6"" (o superior), se descartan opciones de pantallas inferiores a esa.
-procesador: ryzen 5, i5 o superiores.
-ram: 8gb o superior.
-disco duro: 512gb ssd
el resto de caracteristicas tales como tarjeta de video, puertos, sistema operativo, etc. se tomaran en cuenta en caso empate de ofertas.
 41 crimpeadora 41 router n 450 tl-wr940n o similar, segun especificaciones adjuntas.  21 impresora brother hl-5650-dn  monto total no debe superar $ 187.350.  11 5 juegos de cargas, de acuerdo a la impresora propuesta en misma cotizacion 40 
impresoras similares a hp laser jet pro m203 dw o m201 dw 16 notebook hp14-cf25331 intel core i3, 4gb ram ( similar o superior) 12 disponibilidad inmediata. el despacho lo gestionamos dentro de 3 dias habiles despues de aceptada la orden, luego varia el tiempo de entrega, segun region y empresa logistica. 32 disponibilidad inmediata. el despacho lo gestionamos dentro de 3 dias habiles despues de aceptada la orden, luego varia el tiempo de entrega, segun region y empresa logistica. 41 disponibilidad inmediata. el despacho lo gestionamos dentro de 3 dias habiles despues de aceptada la orden, luego varia el tiempo de entrega, segun region y empresa logistica.",15
59.077.290-9,"41 detergente enzimatico ph neutro para lavado de material quirurgico y endoscopios bidon de 1 litro. 10 aguja 21 g x 1.00""
 10 jeringa 10ml luer lock con aguja calibre 21g x 1/2"" esteril, apirogena, no toxica 55 alcohol 70% de litro
 39 gasa no tejida esteril  10x10 cm caja x 50 sobres x 2 unidades equivalente a cranberry, indicar: indicar fecha vencimiento 2025 , registro isp , politicas de canje y garantias ante deterioro por transporte. incluir despacho en direccion indicada, importante: completas anexo datos del proveedor y adjuntar con los datos vigentes de contacto y numero de celular ante eventual llamado.
 10 a02l0024 contenedor desechable  esteril 100 ml frasco de orina unidad (marca clinicon o equivalente) 41 gasa no tejida  4 pliegues 10x10 cms (caja de 50 unidades) 13 aposito tull de silicona 7,5cm x 10cm, ref.genadyne gentiltac 40 ah-2525-s aguja 25g 
branulas caja x 50un
ci+1832iso
ci+2032iso
ci+2225iso
ci+2419iso
is-170/avf/rl/h-wb bajada de suero
despacho 4 dias habiles
monto min. de despacho y de facturacion $250000
 10 se adjunta cotizacion. venta por factor empaque.",9
77.500.124-0,"36 mantencion fotocopiadora im c300f, de acuerdo a requerimiento adjunto. 15 (224-8765) sonda transitoria p/marcapaso 5fr  80 fresa rosen d6.0-1 anillo cod.gp129 90 requerimiento	
guantes nitrilo talla l caja 100 pares	4
guantes nitrilo talla m caja 100  pares	21
bidones amonio cuaternario5 litros	30
cubre botas transparentes (pares)	1.000

se adjunta archivo con detalle e imagenes referenciales
 27 material de aseo para escuela republica argentina san felipe, segun detalle en archivo adjunto. debe subir cotizacion de los productos ofertados.
 19 galvano, base de madera de alerce con acrilico de 6 milimetros, mas placa de metalex e impresion tinta epoxica. 45 cotizacion incluye todo lo requerido
+56 9 6821 3304 
contacto@publictrail.cl
 41 cotizacion incluye todo lo requerido
+56 9 6821 3304 
contacto@publictrail.cl
 39 hp cf258a hp 58a toner 12 se requiere comprar la publicacion de aviso en el diario de circulacion nacional, aviso de 14,2 x 19,4 cm, a color para el proximo viernes 31/03/2023.-",14
78.371.600-3,"25 impresora multifuncional epson ecotank l6270 o su equivalente tecnico  33 (ivc)entrega de 3 a 5 dias habiles, impresora multifuncional inyeccion de tinta epson ecotank l3250, wifi + pack de 4 botellas de tintas original epson - t544 11 5 juegos de cargas, de acuerdo a la impresora propuesta en misma cotizacion 41 fecha de entrega 3 dias  35 fecha de entrega 3 dias  27 impresoras termicas de linea directa tm-t20 iiil original (se adjunta caracteristicas)
proveedor adjuntar imagen y  caracteristicas del producto ofertado.
no se aceptan alternaticas  solo original
 81 computador all in one hp o equivalente.  ver documento adjunto.  (se solicita incluir cotizacion detallada como documento adjuto) 48 pc: all-in-one, marcas: dell, lenovo, asus, hp. s.o.: windows 10 pro - 64 bits, procesador: intel core i7-11va. o amd ryzen 7 o superior, ram: 16 gb o superior,ssd: 256 gb o superior, conexion para ethernet,  wifi, hdmi y displayport, incorporacion de camara (posicion superior-frontal) y microfono integrada.
pantalla: 23"" a 24"", tarjeta de red ethernet 10/100/1000
(cotizar caracteristicas especificas debido a que es el autorizado por dtic) excluyente 37 proyector portatil 3000 lumenes, resolucion nativa wxga (1280x800),  marca epson, modelo co-w01 o superior 38 fecha de entrega 2 dias ",4
77.455.918-3,"12 debe cumplir con lo siguiente:
-marcas sugeridas: hp, samsung, asus, samsung, dell, lenovo.
-pantalla: 15,6"" (o superior), se descartan opciones de pantallas inferiores a esa.
-procesador: ryzen 5, i5 o superiores.
-ram: 8gb o superior.
-disco duro: 512gb ssd
el resto de caracteristicas tales como tarjeta de video, puertos, sistema operativo, etc. se tomaran en cuenta en caso empate de ofertas.
 48 notebook marca : dell / lenovo / hp / azus procesador : intel core i7, 11 va generacion o superior memoria ram: 16 gb, disco solido (ssd) 512 gb conectividad ethernet y wifi puerto hdmi sistema operativo windows 10 profesional 64 bits garantia minima 1 ano 25 impresora multifuncional epson ecotank l6270 o su equivalente tecnico  10 *	computador portatil


-	modelo: notebook gamer nitro 5 an515-55-56p2-1
-	marca: acer
-	procesador: intel core i5
-	disco duro: 512gb ssd
-	tipo de memoria ddr4 sodim
-	memoria ram: 12gb
-	tarjeta de video: dedicada, nvidia geforce gtx 1650
-	conectividad: wifi + bluetooh
-	pulgadas 15.6""

ver especificaciones en documento adjunto 14 samsung galaxy tab a7 lite lte (t225 / 32 gb / 3 gb / silver) 36 se ofertan productos segun las caracteristicas requeridas
disco duro externo western digital elements 4 tb usb 3.0
pendrive kingston usb 3.2 64gb exodia m
 24 se requiere de 01 camara fotografica semi profesional igual o superior a canon t100. los proveedores deberan cotizar productos identicos o superiores a los requeridos. ademas deberan adjuntar cotizacion formal al proceso y ficha tecnica con imagenes y detalles de los productos ofertados. de no aportar lo antes indicado sus ofertas no seran evaluadas. 81 computador all in one hp o equivalente.  ver documento adjunto.  (se solicita incluir cotizacion detallada como documento adjuto) 48 pc: all-in-one, marcas: dell, lenovo, asus, hp. s.o.: windows 10 pro - 64 bits, procesador: intel core i7-11va. o amd ryzen 7 o superior, ram: 16 gb o superior,ssd: 256 gb o superior, conexion para ethernet,  wifi, hdmi y displayport, incorporacion de camara (posicion superior-frontal) y microfono integrada.
pantalla: 23"" a 24"", tarjeta de red ethernet 10/100/1000
(cotizar caracteristicas especificas debido a que es el autorizado por dtic) excluyente 22 entrega inmediata. estimad@s, buenos dias, somos proveedor local certificado. cotizamos licencia perpetua original microsoft office 2021. home and business. incluye: word, excel, powerpoint, outlook, access, publisher y onenote. garantia de por vida. ",15
96.972.190-2,"50 blister cinta correctora 10 perforadora metal mediana  14 porta taco calendario, rejilla, negro 10 toner original tn-213 magenta
 10 toner original tn-213 yellow
 14 tanax, se adjuntan especificaciones tecnicas 23 cumplimiento a ops ndeg 10108 y 10109.
revisar y completar doc. adjuntos.  41 bandeja portapapeles 2 niveles para escritorio 41 cajas acco clips metalicos 19 desodorante ambiental glade",16
77.806.000-0,"50 se adjunta cot. formal, plazo de entrega 5 dias, despacho incluido. 22 bolsa basura 70 x 90 10 lapiz pasta color rojo punta fina de 50 unidades 10 pano microfibra rojo  35 pastilla wc aron unidad 40 toallitas humedas desinfectantes, virutex 77 carpetas plastificadas tamano oficio sin archivador 47 panos multiuso para despolvar 22 blockdibujo medium x 20 99 1/8  igual  o similar a torre 79 lavaloza liq. 750 ml. virginia limon  o similar",10
89.752.800-2,"41 detergente enzimatico ph neutro para lavado de material quirurgico y endoscopios bidon de 1 litro. 10 jeringa 10ml luer lock con aguja calibre 21g x 1/2"" esteril, apirogena, no toxica 33 hojas bisturi no 11, producto de acero inoxidable, desechable, de uso unico, posee una ranura central para encajar en el mango.
 10 mamaderas de vidrio de 250 cc similar a marca mary, se adjunta foto de referencia 10 a02l0024 contenedor desechable  esteril 100 ml frasco de orina unidad (marca clinicon o equivalente) 10 hoja bisturi ndeg20, vencimiento 2025 o mayor 10 se oferta saco paple blanco 2 kilo .entrega dentro de 1dia habil despues de recibida la orden de compra . se adjunta ficha tecnica. flete incluido. telefonos: 2-26731206 2-26717467 contacto@perezltda.cl
 34 entrega dentro de 3 dias habiles despues de recibida la orden de compra . se adjunta ficha tecnica. flete incluido. telefonos: 2-26731206 2-26717467 contacto@perezltda.cl 10 flete incluido, plazo de entrega 03 dias despues de recibida la orden de compra, se adjunta ficha tecnica,  - telefonos  226731206   226717467-  info@perezltda.cl 10 entrega dentro de 3 dias habiles despues de recibida la orden de compra . facturacion minima $20.000 .neto se adjunta ficha tecnica. flete incluido. telefonos: 2-26731206 2-26717467 contacto@perezltda.cl",1
77.689.132-0,"77 ofrece insumos dentales listado completo. fecha de vencimiento 2025. productos garantizados. se adjunta catalogo y/o ficha tecnica.  valores incluyen flete. despacho  3 dias, puesto en sus bodegas. comercializadorailhabella@gmail.com contacto fischer 28 se ofrece insumos dentales listado completo. fecha de vencimiento 2025. productos garantizados. se adjunta catalogo y/o ficha tecnica.  valores incluyen flete. despacho  3 dias, puesto en sus bodegas. comercializadorailhabella@gmail.com  mf 93 se ofrece insumos dentales listado completo. fecha de vencimiento no aplica. productos garantizados. se adjunta catalogo y/o ficha tecnica.  valores incluyen flete. despacho  1 dias, puesto en sus bodegas. comercializadorailhabella@gmail.com  mf 10 porta pechera	2	unidad	portapechera dental 13 
oximetro de pulso portatil 10 252-0379	fresa diamante alta velocidad redonda no  16 marca jota  14 filtek supreme flow restorative a2 jeringa unidad, similar a marca 3m o equivalente 29 elevadores de apice izquierdo 10 dycal
cemento dental rigido de auto fraguado. esta indicado para la proteccion y el recubrimiento pulpar sobre materiales restauradores, cementos y otros materiales. no inhibe la polimerizacion de resinas de auto o de fotoplimerizacion y presenta una coloracion final semejante a la dentina, lo que impide la influencia de coloracion en las restauraciones finales con resinas composite. 
presentacion: 2 pomos (base/catalizador) x 24 grs. 

 44 puntas scaler gd4 (idealmente marca dte)",4
96.756.540-7,"20 esponja de gelatina esteril 3 x 5 cm caja * 12 sobres (ref liostip hemostatico)
 10 canula intravenosa con sistema de seguridad pasiva g18 x 1 1/4 10 04043041  aposito tipo aquacel ag extra 10 x 10 80 fresa rosen d6.0-1 anillo cod.gp129 10 
omniset 1.6 set dialisis hemofiltracion ensamblado 10 140010353 sutura de poliglactina 910 calibre 1.0 violeta long 90 cms con aguja estriada de punta cilindrica 1/2 circulo de 36.4 mm xyj347h. 10 20-222-200-015-00 canula intravenosa de poliuretano sistema de biosegurida 18g x 1 60 224p482	cateter epidural 16g
 15 226-8599 // balon medicado 3,0 x 25 // balon medicado 2,5 x 20/ adjuntar ficha tecnica con especificaciones y cotizacion 10 202-0181 conector arterial m/m 30 cm (adjuntar ficha tecnica o especificaciones para validar)",18
76.348.947-7,"10 apixaban 2,5mg caja por 60 comprimidos recubiertos 29 enema adulto 130ml 10 amlodipino 5 mg cm 20 vitamina a/c/d solucion para gotas orales. ( favor adjuntar folleto de informacion// indicar fecha de vencimiento  - condiciones de despacho - detalles de contacto  // cantidad referencial, podria ser solicitada por despacho parcializado) 28 clorfenamina 2 [mg]/5 [ml] solucion oral
 40 sertralina 50 mg comp.  36 
cloxacilina 500mg frasco ampolla 25 medicamento similar a cardioplus  40 mg 	40 comprimidos recubiertos por caja con los siguientes excipientes: celulosa microcristalina, almidon glicolato de sodio, hiprolosa, lactosa monohidrato, crospovidona, talco, estearato de magnesio, hipromelosa, macrogol, colorante d y c amarillo no 10 laca aluminica c.i. 47.005, colorante fd y c azul no 1 laca aluminica c.i. 49.090, dioxido de titanio c.i. 77.891.
 10 socosep sa 
cotizacion: vaselina liquida medicinal, nota solo frascos 200ml, venc abril 2024 (valma) reg isp: f-2652/19. envio desde la ciudad de concepcion. monto minimo de facturacion $ 35.000, entrega en 2 dias habiles  29 socosep sa 
se adjunta cotizacion detallada y fichas tecnicas,
envio desde la ciudad de concepcion. monto minimo de facturacion $ 35.000, entrega en 4 dias habiles ",6
86.397.000-8,"12 1272565-160-cot23
se cotiza silicona marca speedex coltene y marca express de 3m 10 tubo endotraqueal desechable 7.0 mm, segun pliego de condiciones adjunto.
vencimiento mayor a 12 meses 29 elevadores de apice izquierdo 10 dycal
cemento dental rigido de auto fraguado. esta indicado para la proteccion y el recubrimiento pulpar sobre materiales restauradores, cementos y otros materiales. no inhibe la polimerizacion de resinas de auto o de fotoplimerizacion y presenta una coloracion final semejante a la dentina, lo que impide la influencia de coloracion en las restauraciones finales con resinas composite. 
presentacion: 2 pomos (base/catalizador) x 24 grs. 

 50 sondas de aspiracion ndeg14 10 electrodo desechable pediatrico
 10 oximetro de pulso adulto de dedo 60 224p482	cateter epidural 16g
 44 composite filtek z350 xt color a3.5 body 4gr. 44 composite filtek z350 xt color a3 body 4gr.",4
76.209.836-9,"31 sonda nasog?strica nutricair enfit 12 fr x 110 cm.
productos disponibles para despacho. minimo despacho $100.000.-
entrega 24 horas. consultas: 229584270 email: jespinoza@ameq.cl.
cuenta corriente: 76135489 banco: bci.
proveedor en convenio marco. 33 hojas bisturi no 11, producto de acero inoxidable, desechable, de uso unico, posee una ranura central para encajar en el mango.
 10 225-1300 venda sure preslasticada 10 cm x 3 mts alta compresion

 10 04043041  aposito tipo aquacel ag extra 10 x 10 39 gasa no tejida esteril  10x10 cm caja x 50 sobres x 2 unidades equivalente a cranberry, indicar: indicar fecha vencimiento 2025 , registro isp , politicas de canje y garantias ante deterioro por transporte. incluir despacho en direccion indicada, importante: completas anexo datos del proveedor y adjuntar con los datos vigentes de contacto y numero de celular ante eventual llamado.
 15 aposito espuma hidrofila 10 x 10 cm. (aquacel ag foam. 420642) (indicar ficha tecnica) 15 aposito nanocristalina en laminas c/plata 10 x 10 cm. (66000789- 66800399) (indicar ficha tecnica) 10 hoja bisturi ndeg22, vencimiento 2025 o mayor 83 alginato decalcio en lamina de 10 x 10 cm para heridas altamente exudativa, cavitadas e infectadas en empaque medico individual sellado, esteril fecha de vencimiento no menos de 12 meses. 61 granudacyn wound irrigation solution frasco 250ml. producto con stock disponible. env?os en 24 horas. consultas y aclaraciones: 229584270 emails: jpardo@ameq.cl / jespinoza@ameq.cl cta cte: 76135489 banco: bci - proveedor en convenio marco.",18
77.404.498-1,"36 limpiador en crema tipo (cif) 24 microondas, se adjunta documento con las especificaciones tecnicas minimas requeridas. 79 plasticina  12 colores triangular 12 tazas de te con su respectivo platillo. material loza/porcelana color blanco, diseno liso  24 destacador de color fucsia 49 vasos de plumavit desechables 240 cc. 49 jugo nectar 1,5 cc. sin azucar 29 alfileres pushpin 50 unidades 57 tijera 8 1/4 multiuso 21cm 31 mermelada watts frutilla 250 gramos",10
99.593.170-2,"10 tubo endotraqueal desechable 7.0 mm, segun pliego de condiciones adjunto.
vencimiento mayor a 12 meses 10 jeringa 10ml luer lock con aguja calibre 21g x 1/2"" esteril, apirogena, no toxica 35 guantes de nitrilo talla s, (caja de 100 uds. c/u) 33 electrodo de monitorizacion para pacientes adultos, resistente a fluidos, que posean gel y adhesivo hipoalergenico. tamano del electrodo 5cm x 4.5 cm (+/- 0.2 cm)
 10 110020391 sonda foley 18 fr con balon 75 ml 3 vias silicona desechable esteril. 34 jeringa desechable 05 ml caja de 100 unidades. 50 sondas de aspiracion ndeg12 10 electrodo desechable pediatrico
 10 canula intravenosa con sistema de seguridad pasiva g18 x 1 1/4 11 mascara laringea de silicona, libre de latex desechable ndeg5. conector universal de 15mm. vencimiento mayor a 1 ano",28
76.452.377-6,"10 conos de gutapercha estandarizados segun norma iso. no 30. envasados en tubos individuales. similar o equivalente gapadent y/o tanari y/o maillefer
 10 bajalenguas desechables, caja 100 unidades, vencimiento 2025 o mayor 10  attest control biologico lectura rap. vapor codigo 1492v 
(4 cajas x 50 unid) 60 224p482	cateter epidural 16g
 44 hidroxido de calcio polvo 20gr.- 44 composite filtek bulk fill flow color a3 2gr 33   precios neto ,  agregar 19% iva ,  entrega  en 3  a  5  dias,  flete pagado , no  se  exige minimo de   compras  ,  garantia  12  meses,   se  cotiza  insumos disponibles .- ver  ficha 12 tet c/cuff 3,5-4,0-4,5-5,0-5,5-6,0-6,5-8,5 (25 unidades de cada uno) 93 
me05- 0015 aposito gasa-algodon, libre de particulas, esteril 10 x20 19 aguja hipodermica 23 x 1, x 100 uds",23
